ID,Name of the organisation,DESCRIPTION,KEYWORDS,ADDRESS,EIRCODE,ONLINE ONLY SERVICE,WEBSITE,EMAIL,TELEPHONE,CATEGORIES,SUPPORT,latitude,longitude,DropIn_Info,,,,,,,,,,,,
291,"Cork - Local Authority Integration Team, Cork City Council ","Supporting community integration, including access PPSN, education, employment, volunteering opportunities, and more. We support  International Protection Applicants, people with Refugee status, Subsidiary Protection, Permission to Remain, Programme Refugees, Beneficiaries of Temporary Protection. In-person & online appointments available.","Integration, education support, help with social welfare forms, English classes, help with forms, help accessing legal aid","Cork City Council, Anglesea Street, T12 T997",T12 T997,No,www.corkcity.ie,integration@corkcity.ie,None,"Information & Advice, Employment & Training, Education, Language Support, Community & Family, Youth Services",Multiple Services,51.897,-8.466,By appointment,,,,,,,,,,,,
292,Cork - Musical Neighbourhoods/The Kabin Studio,"We provide opportunities for people of all backgrounds to learn, play, and creative music.","Music education, community music, music technology,","The Kabin Studio, Harbour View Road, Knocknaheeny, Cork  T23 K237",T23 K237,No,https://www.thekabin.ie/,info@musicalneighbourhoods.ie,None,"Education, Wellbeing & Mental Health, Community & Family, Youth Services, We use music as a tool for social inclusion and overall wellbeing.",Multiple Services,51.916,-8.487,Yes,,,,,,,,,,,,
293,"Cork - Nasc, the Migrant and Refugee Rights Centre","Nasc is the Irish word for ‘link’. As well as our Free Legal Service, Nasc also runs integration projects including our Connect Migrant Youth project, our New Beginnings: Children & Families project, our Gateway Women's project, EU Passworld project, Ukraine Information and Outreach Service and Community Sponsorship project.",None,"34 Paul Street, Cork City",T12 W14H,No,https://nascireland.org/,reception@nascireland.org,021 427 3594,"Information & Advice, Community & Family, Youth Services, Legal Advice, Public Awareness & Activsm, Linking migrants and refugees with opportunities for education, training, accommodation, community and employment.",Multiple Services,51.899,-8.475,N/A,,,,,,,,,,,,
294,Cork - Places of Sanctuary/Schools of Sanctuary,"We aim to build a culture of welcome, inclusion and understanding for all refugees and asylum seekers coming to Ireland. We help create spaces where refugees and other newcomers can meet and build understanding with locals, through Schools, Universities and other Places of Sanctuary.","Welcoming refugees in schools, Universities, churches, libraries and communities",Cork,None,No,https://schools-ireland.cityofsanctuary.org/,schools@ireland.cityofsanctuary.org,None,"Employment & Training, Education, Language Support, Community & Family, Public Awareness & Activsm, Empowering and linking refugees and host communities",Education,51.899,-8.476,N/A,,,,,,,,,,,,
47,Cork - Sailing Into Wellness,"Sailing Into Wellness work with community-based organisations to deliver Therapeutic Sailing Programmes, across Ireland. Using the unique setting of the sea, an adventure therapy model is integrated with a mix of experiential, person-centred and strengths-based approaches to support and empower individuals to use their own life experiences as a platform for growth.","Sail Therapy, Health & Wellbeing support, lifeskills, development of coping mechanisms, sailing certification (pathway to employment within the maritime sector)","Kinsale, Co Cork",None,No,https://www.sailingintowellness.ie,hello@sailingintowellness.ie,0834429629,Wellbeing & Mental Health;Education;,Wellbeing & Mental Health,51.706,-8.547,N/A,,,,,,,,,,,,
295,Cork - Sanctuary Runners,"We have groups nation wide. You can find the updated list at https://sanctuaryrunners.ie/groups/  . Sanctuary Runners uses running, jogging and walking to bring together everyone in the community. Our model allows people to get to know each other and have fun while getting some exercise, especially migrants and refugees new to the community! We operate under the principles of solidarity, friendship and respect. ","Community, friendship, network, running, walking, jogging, exercise, mental health, wellbeing, parks",Cork,None,No,https://sanctuaryrunners.ie/,cork@sanctuaryrunners.ie,None,"Wellbeing & Mental Health, Community & Family",Multiple Services,51.899,-8.476,"Yes, each group welcomes people to 'just show up'. Times vary depending on the group",,,,,,,,,,,,
,Cork - SECAD Partnership CLG,"SECAD works with individuals, community and voluntary groups, business, academia and other stakeholders to create a more vibrant, sustainable and inclusive society. SECAD manages a wide range of funds and services including social investment and employment support programmes, implemented on behalf of various Government Departments, State Bodies, the European Commission and the private sector. ","CV preparation, finding work, skills training, English language conversation clubs, wellbeing supports","SECAD Partnership CLG Midleton Community Enterprise Centre Owennacurra Business Park Knockgriffin, Midleton Co. Cork",P25Y893,No,www.secad.ie,info@secad.ie,021 4613432,Employment & Training;Language Support;Wellbeing & Mental Health;Community & Family;Environment;Education;Information & Advice;,Employment & Training,51.91913727,-8.186430947,N/A,,,,,,,,,,,,
232,Cork - The Caha Centre,"The Caha Centre is a family resource centre, supporting individuals and families across the catchment area.  Our vision is that all children, families, individuals and communities will actively participate and be included in a society that is equitable, inclusive and non-discriminatory and which will ensure their optimal well-being","Migrant support worker; Help with forms, housing support including ARP, support with schools/school busses/childcare; language support; integration through sport","The Caha Centre, Drumlave, Adrigole, Beara P75EK72",P75EK72,No,The Caha Centre,cahacentresuam@gmail.com,0831590470,Health Services;Information & Advice;Employment & Training;Education;Language Support;Housing support;Wellbeing & Mental Health;Community & Family;Youth Services;,Community & Family,51.68494551,-9.713144687,"Monday, Thursday, Friday: 10am-5pm",,,,Yes,Tuosist V93RK33; ,,,,,,,
232,Cork - The Caha Centre,"The Caha Centre is a family resource centre, supporting individuals and families across the catchment area.  Our vision is that all children, families, individuals and communities will actively participate and be included in a society that is equitable, inclusive and non-discriminatory and which will ensure their optimal well-being","Migrant support worker; Help with forms, housing support including ARP, support with schools/school busses/childcare; language support; integration through sport",ARDGROOM,P75WR20,No,The Caha Centre,cahacentresuam@gmail.com,0831590470,Health Services;Information & Advice;Employment & Training;Education;Language Support;Housing support;Wellbeing & Mental Health;Community & Family;Youth Services;,Community & Family,51.73459539,-9.897834776,"Monday, Thursday, Friday: 10am-5pm",,,,,,,,,,,,
300,Cork - Together-Razem Centre,"Together-Razem is a migrant led organization which provides support services to the Eastern European migrants and refugees in Ireland. Our mission is to promote integration and equality, reduce marginalization, and to improve the quality of life of the Eastern European migrants.","Mental Health, English Classes, information advice, services for older people, ","Together Razem main HQ Unit 2A, Kilnap Business Park, Old Mallow Rd, Cork,",T23 V9K3,No,http://together-razem.org/en/,info@together-razem.org,021 439 55 88,"Health Services, Information & Advice, Employment & Training, Language Support, Wellbeing & Mental Health, Community & Family, Public Awareness & Activsm",Multiple Services,51.92,-8.477,N/A,,,,,,,,,,,,
24,Cork - West Cork Development Partnership,Social Inclusion and community integration,"Integration, Language, Employment, Training and Information","Credit Union Building, Kent Street, Clonakilty",P85CD93,No,www.wcdp.ie,donna@wcdp.ie,0871963460,Information & Advice;Employment & Training;Language Support;Wellbeing & Mental Health;Culture & the Arts;Public Awareness & Activism;,Multiple services,51.622,-8.911,N/A,,,,,,,,,,,,
24,Cork - West Cork Development Partnership,Social Inclusion and community integration,"Integration, Language, Employment, Training and Information","Warner Centre, Bantry, Co.Cork",P75W624,No,www.wcdp.ie,donna@wcdp.ie,0871963460,Information & Advice;Employment & Training;Language Support;Wellbeing & Mental Health;Culture & the Arts;Public Awareness & Activism;,Multiple services,51.68116535,-9.450318184,N/A,,,,,,,,,,,,
183,Derry - Causeway Multi-cultural Forum,"Causeway Multi-cultural Forum is committed to promoting inclusion by supporting ethnic minorities and citizens new to the Causeway area. The events we organize aim to bring people together and encourage good relations in and across communities, by offering creative and fun activities in an informal and safe environment. ",promoting integration through social connections," 14 Artillery Road,. Coleraine, Co. Derry/Londonderry.",BT52 1QJ.,No,https://www.facebook.com/causewaymultiforum,causewaymcf2019@gmail.com,N/A,Information & Advice;Wellbeing & Mental Health;Community & Family;Culture & the Arts;Public Awareness & Activism;,Multiple services,55.138,-6.67,N/A,,,,,,,,,,,,
95,Derry - Community Advice Causeway ,"Free, independent, impartial, confidential advice on a wide range of issues including Benefits, Debt, Immigration, Housing, Employment, Education, Legal and Courts, Consumer, Family and Relationships",Advice; Benefits; Immigration; Housing; Help with forms,"2nd Floor, 1-5 Brook Street, Coleraine ",BT52 1QT,No,Advicecauseway,advice@advicecauseway.com,02870344817,Information & Advice;,Information & Advice,55.134,-6.672,N/A,,,,,,,,,,,,
21,Derry - GLENSHANE COMMUNITY DEVELOPMENT LIMITED,"Glenshane Community Development is a charity based in the North-West that revitalises local spaces, supports community wellbeing and supports enterprise. It offers migrant integration, helping newcomers access services and social connections - alongside business development, environmental & cross community/good relations initiatives, all aimed at strengthening our inclusive, resilient community.","Community Support, Advice Service, Workspace, Business Advice, Migrant Support, Educational Classes, Enterprise Hub, Wellbeing Services, Environmental Projects, Social inclusion.","Glenshane House, 112-114 Main Street, Dungiven ",BT47 4LG,No,https://www.facebook.com/GlenshaneCommunityDevelopmentLimited,mary.brolly@btconnect.com,+44 (0) 28 777 42494,Information & Advice;Employment & Training;Education;Wellbeing & Mental Health;Community & Family;Public Awareness & Activism;Culture & the Arts;Environment;Economic Development;,Multiple services,54.927,-6.927,N/A,,,,,,,,,,,,
