ID,Name of the organisation,DESCRIPTION,KEYWORDS,ADDRESS,EIRCODE,ONLINE ONLY SERVICE,WEBSITE,EMAIL,TELEPHONE,CATEGORIES,SUPPORT,latitude,longitude,DropIn_Info,
130,Northside Family Resource Centre,"Northside Family Resource Centre in Ballynanty, Limerick, supports families through childcare, youth services, education, and community programs. Focused on empowerment and inclusion, it aids all ages—from infants to older adults—with therapy, Meals on Wheels, and parenting support. Its welcoming, holistic approach makes it a vital hub for local connection and growth","Early Years Services, Afterschool Service, Youth Groups, Meals on Wheels, Community Education, Parent Support, Parenting Classes, Conversation Clubs, Parent & Toddler Groups, Older People Groups, Counselling, Mindfulness & Wellbeing.","Clonconnane Road, Ballynanty, Limerick",V94 APX8,Yes,https://www.northsidefrc.ie/,info@northsidefrc.ie,061 326623,Information & Advice;Education;Language Support;Wellbeing & Mental Health;Community & Family;Youth Services;Public Awareness & Activism;,Multiple services,52.681,-8.644,"Available: Monday;Tuesday;Wednesday;Thursday;Friday;, 9am - 5pm, Monday to Friday",
131,Kerry County Childcare Committee,"“Kerry County Childcare Committee (KCCC) acts as the first point of contact for anyone involved in childcare including childcare providers, students and parents. The work of Kerry County Childcare Committee is guided by, and the organisation is committed to, the outcomes for children and families as outlined in First 5 A Whole-of-Government Strategy for Babies, Young Children and their Families 2019-2028. Kerry CCC is funded by the Department of Children, Disability and Equality  (DCDE) to support childcare services and families access the national childcare funding programmes – Early Childhood Care and Education (ECCE) and National Childcare Scheme (NCS).  Kerry County Childcare Committee Key Priorities: Kerry County Childcare Committee sees as one of its key priorities the support and development of existing and potential childcare provision in Kerry.  This includes supporting all childcare settings in the development of quality provision.  Quality childminding also remains a key priority for the Committee.  “",Information on Childcare,"Unit 5 Davcon Business Centre, Monavalley Business Park, Tralee, Co Kerry",V92DA22,No,www.kerrycountychildcare.com,info@kerrycountychildcare.com,0667181582,Community & Family;Information & Advice;Childcare Information & Support;,Childcare Information,52.284,-9.707,"Available: Monday;Tuesday;Wednesday;Thursday;Friday;, 9-1pm and 2-5pm (Closed from 1-2pm for Lunch daily)",
132,AMACH! LGBT Galway,"We are an LGBT+ Community Development Organisation based in Galway City. We support the LGBT+ community and explicitly members of the LGBT+ community who are migrants, new arrivals, seeking International Protection and living in Direct Provision and Emergency Accommodation.","Peer support, support, social groups, community","Teach Solais LGBT+ Resource Centre, 1 Courthouse Square, Galway, H91 V2F21",H91 VF21,No,https://amachlgbt.com,info@amachlgbt.com,N/A,Information & Advice;Community & Family;Wellbeing & Mental Health;Public Awareness & Activism;Culture & the Arts;,Community & Family,53.277,-9.055,N/A,
133,South Dublin Volunteer Centre,"We support migrants, refugees and people seeking asylum to engage in volunteering in the community.  ","volunteering, helping others, finding voluntary work ",Tallaght and Clondalkin,D24 A3XC,No,www.volunteersouthdublin.ie,info@volunteersouthdublin.ie,014628558,Community & Family;Public Awareness & Activism;,Public Awareness & Activism,53.290,-6.373,"Available: Tuesday;Wednesday;Thursday;Friday;, 10am - 1pm",
134,Childline by ISPCC ,"Childline by ISPCC's Digital Mental Health and Wellbeing Programmes (Space From Anxiety, Supporting An Anxious Child and Supporting An Anxious Teen) are aimed at young people (15 - 18 years old) who experience low to moderate anxiety and parents/carers who wish to support their child or young person (5 - 18 years old) who experiences anxiety. Our programmes are based on CBT and include mindfulness practices. This service is delivered digitally (via any smart device) and does not involve face-to-face sessions.","Anxiety Management, Cognitive Behavioural Therapy, Wellbeing, Coping Skills, Resilience Building, Mental Health","Unit 3, Block 3, Harbour Square, Crofton Road, Dun Laoghaire, Dublin.",A96 H942,Yes,https://www.ispcc.ie/,spacefromanxiety@ispcc.ie,01 522 4300,Wellbeing & Mental Health;Community & Family;Youth Services;,Wellbeing & Mental Health,53.298,-6.141,N/A,
135,Boyle Family Resource Centre,"We aim to support and enrich family life through a wide range of community and family based supports including counselling and psychotherapy services, baby and toddler groups, Food Bank, English language support, various support groups and targeted workshops/ education opportunities. We also, have Community Inclusion Support Service that focuses on meaningful integration and advocacy for all members of our community.members ","Family Support, Counselling, Psychotherapy, Community Inclusion, Information and advice, help with forms, English language class","Boyle FRC, Military Road,  Boyle, Co. Roscommon",F52H674,No,www.boylefrc.ie,info@boylefrc.ie,0719663000,"Information & Advice;Language Support;Wellbeing & Mental Health;Community & Family;Emergency & Homelessness Support (e.g. food, shelter, day services);",Multiple services,53.975,-8.300,"Available: Monday;Tuesday;Wednesday;Thursday;Friday;, 09.00-17.00",
136,ISPCC Childline,The ISPCC currently provides thera peutic support to families living in IPAS accommodation. This comprises of bespoke therapeutic intervention via weekly 1:1 sessions for children and young people from age 8-18.,Therapeutic Support,"ISPCC 201 Block B,  An TSean Mhargadh,  Greenlanes,  Drogheda,  Co. Louth.   A92 DE72",A92 DE72,No,www.ispcc.ie,ispcc@ispcc.ie,01 243 2000,Wellbeing & Mental Health;Community & Family;Youth Services;,Wellbeing & Mental Health,53.718,-6.352,N/A,
138,Photo Museum Ireland ,"Photo Museum Ireland is Ireland’s national centre for contemporary photography. We present award‑winning exhibitions, publications, residencies, training, and artist services. Our free public programmes—workshops, talks, tours, and community outreach—engage diverse audiences, support practitioners, and foster critical dialogue about visual culture","photography workshops, children workshops, baby and carer workshops, exhibitions, free cultural space to visit","Meeting House Square, Temple Bar, Dublin 2",D02 X406,No,https://photomuseumireland.ie/,education@photomuseumireland.ie,N/A,Culture & the Arts;,Multiple services,53.346,-6.265,"Available: Tuesday;Wednesday;Thursday;Friday;Saturday;Sunday;, The gallery is open to the public from 11am - 6pm Tuesday - Saturday, and 1pm - 5pm on Sundays. ",
140,Breffni Family Resource Centre,"Breffni Family Resource Centre (Breffni FRC) supports individuals and families in Carrick on Shannon and surrounding areas of Leitrim and parts of Roscommon, through community development, early‑years education, parenting workshops, dementia care, social inclusion programs, mental-health support, and advice services. It offers free, inclusive, and accessible resources to strengthen family wellbeing and community resilience.","Parenting support, childcare, preschool, English classes, family support, mental health help, counselling, dementia support, youth activities, community groups, free classes, help with forms, advice service, women’s groups, men’s shed, social activities,  wellbeing programs, local support, family support, social prescribing","Breffni Crescent, Carrick on Shannon, Co. Leitrim.",N41 X9D6,No,www.breffnifrc.ie,projectcoordinatorbreffnic@outlook.com,0719622566,Community & Family;Information & Advice;,Community & Family,53.954,-8.095,N/A,
141,Sonas domestic violence charity ,Sonas provide support services to women and children experiencing domestic abuse in the Greater Dublin area. ,"Domestic Abuse, coercive control, family courts ",None,Greater Dublin area ,No,www.domesticabuse.ie,support@sonasdomesticabuse.ie ,1800 222 223 ,Information & Advice;Education;Housing support;Community & Family;Youth Services;Public Awareness & Activism;Domestic Violence ;,Domestic Abuse services ,53.294,-7.989,N/A,
142,Sole Purpose Productions,"We provide workshops in singing and theatre to build confidence, connections and self esteem for refugees and migrants. Participants can share songs and stories from their home land. The workshops help with integration and improving English. ","Meeting people, improving English, sharing songs, involvement in the arts, building confidence and connection, combating loneliness, improving mental health.","C/O The Playhouse, Artillery Street, Derry BT48 6RG",BT48 6RG,No,www.solepurpose.org,solepurpose@mac.com,0044 (0) 28 7127 9918,Language Support;Wellbeing & Mental Health;Community & Family;Culture & the Arts;,Culture & the Arts,54.994,-7.324,N/A,
143,Golden Thread Gallery,"GTG is a contemporary art gallery making art accessible to everyone by offering free exhibitions, workshops, and community projects in our welcoming city-centre venue. Our programmes foster community connections, develop creative skills, and boost wellbeing. We're a Calouste Gulbenkian Award winner for our work with migrant and refugee communities.","Free art workshops, free library, free play area for children, free art supplies, free mindfulness art sessions, books in different languages for kids","23-29 Queen Street, Belfast BT1 6EA",BT1 6EA,No,www.goldenthreadgallery.co.uk,info@gtgallery.co.uk,02890330920,Wellbeing & Mental Health;Community & Family;Culture & the Arts;,Culture & the Arts,54.598,-5.935,"Available: Wednesday;Friday;, 11.30-13.00 ",
144,Hospital Family Resource Centre,"Hospital Family Resource Centre is a voluntary led organisation based in South East Limerick offering activities, services and supports to individuals, families and groups in the area.  With core funding provided by TUSLA we are one of 121 family resource centres which form a national community development and family support programme throughout Ireland.  Our vision is of an inclusive community embracing diversity.  Our mission is to empower individuals and families with a welcoming open door to supports and services, responding to community needs and challenging inequality.  ust some of the services, activities and supports we offer to people in the East Limerick area include:  Adult Ed, Disability, Family Programmes, Group Work & Counselling","Help with forms, conversational club for new communities, group support, training and education, therapy & counselling supports. ","Hospital Family Resource Centre, Knockainey Rd., Hospital, Co. Limerick ",V35RP26,No,www.hospitalfrc.com ,info@hospitalfrc.com,061 383884,Information & Advice;Education;Wellbeing & Mental Health;Community & Family;Public Awareness & Activism;,Multiple services,52.475,-8.434,N/A,
